# source=UNECE WLTP-DHC-12-07e official workbook
# source_workbook=C:\Projects\SiCTransistorModelDriveCycles\sim\src\drive_cycles\wltp_data\WLTP-DHC-12-07e.xls
# cycle=WLTC Class 3
# test_mode=prescribed_speed_flat_grade
time_s,v_mps,grade_deg
719.0,3.611111111,0.0
720.0,4.444444444,0.0
721.0,5.138888889,0.0
722.0,5.722222222,0.0
723.0,6.250000000,0.0
724.0,6.666666667,0.0
725.0,7.388888889,0.0
726.0,8.305555556,0.0
727.0,9.666666667,0.0
728.0,10.500000000,0.0
729.0,11.166666667,0.0
730.0,11.555555556,0.0
731.0,11.638888889,0.0
732.0,11.666666667,0.0
733.0,11.722222222,0.0
734.0,11.777777778,0.0
735.0,11.861111111,0.0
736.0,11.972222222,0.0
737.0,12.138888889,0.0
738.0,12.222222222,0.0
739.0,12.250000000,0.0
740.0,12.583333333,0.0
741.0,12.888888889,0.0
742.0,13.111111111,0.0
743.0,13.138888889,0.0
744.0,13.166666667,0.0
745.0,13.166666667,0.0
746.0,13.194444444,0.0
747.0,13.305555556,0.0
748.0,13.500000000,0.0
749.0,13.722222222,0.0
750.0,13.833333333,0.0
751.0,13.833333333,0.0
752.0,13.805555556,0.0
753.0,13.694444444,0.0
754.0,13.472222222,0.0
755.0,13.222222222,0.0
756.0,12.861111111,0.0
757.0,12.138888889,0.0
758.0,10.916666667,0.0
759.0,9.472222222,0.0
760.0,8.055555556,0.0
761.0,6.583333333,0.0
762.0,5.111111111,0.0
763.0,3.972222222,0.0
764.0,3.333333333,0.0
765.0,3.555555556,0.0
766.0,4.444444444,0.0
767.0,5.305555556,0.0
768.0,6.222222222,0.0
769.0,7.111111111,0.0
770.0,8.361111111,0.0
771.0,9.805555556,0.0
772.0,11.083333333,0.0
773.0,12.361111111,0.0
774.0,13.194444444,0.0
775.0,14.138888889,0.0
776.0,15.027777778,0.0
777.0,15.638888889,0.0
778.0,16.138888889,0.0
779.0,16.611111111,0.0
780.0,16.972222222,0.0
781.0,17.250000000,0.0
782.0,17.444444444,0.0
783.0,17.583333333,0.0
784.0,17.666666667,0.0
785.0,17.777777778,0.0
786.0,17.972222222,0.0
787.0,18.111111111,0.0
788.0,18.138888889,0.0
789.0,18.138888889,0.0
790.0,18.166666667,0.0
791.0,18.250000000,0.0
792.0,18.333333333,0.0
793.0,18.222222222,0.0
794.0,17.638888889,0.0
795.0,16.583333333,0.0
796.0,15.166666667,0.0
797.0,13.694444444,0.0
798.0,12.472222222,0.0
799.0,11.750000000,0.0
800.0,11.500000000,0.0
801.0,11.472222222,0.0
802.0,11.694444444,0.0
803.0,12.416666667,0.0
804.0,13.444444444,0.0
805.0,14.277777778,0.0
806.0,14.638888889,0.0
807.0,14.722222222,0.0
808.0,14.583333333,0.0
809.0,14.250000000,0.0
810.0,13.805555556,0.0
811.0,13.166666667,0.0
812.0,12.138888889,0.0
813.0,11.027777778,0.0
814.0,9.861111111,0.0
815.0,8.638888889,0.0
816.0,7.305555556,0.0
817.0,6.083333333,0.0
818.0,5.000000000,0.0
819.0,4.722222222,0.0
820.0,5.000000000,0.0
821.0,5.944444444,0.0
822.0,6.888888889,0.0
823.0,7.750000000,0.0
824.0,8.555555556,0.0
825.0,9.166666667,0.0
826.0,9.750000000,0.0
827.0,10.305555556,0.0
828.0,10.805555556,0.0
829.0,11.500000000,0.0
830.0,12.222222222,0.0
831.0,12.861111111,0.0
832.0,13.250000000,0.0
833.0,13.388888889,0.0
834.0,13.527777778,0.0
835.0,13.694444444,0.0
836.0,13.833333333,0.0
837.0,13.944444444,0.0
838.0,14.138888889,0.0
839.0,14.388888889,0.0
840.0,14.583333333,0.0
841.0,14.805555556,0.0
842.0,15.138888889,0.0
843.0,15.472222222,0.0
844.0,15.694444444,0.0
845.0,15.777777778,0.0
846.0,15.833333333,0.0
847.0,15.888888889,0.0
848.0,16.027777778,0.0
849.0,16.305555556,0.0
850.0,16.694444444,0.0
851.0,16.972222222,0.0
852.0,17.138888889,0.0
853.0,17.305555556,0.0
854.0,17.472222222,0.0
855.0,17.583333333,0.0
856.0,17.611111111,0.0
857.0,17.638888889,0.0
858.0,17.916666667,0.0
859.0,18.277777778,0.0
860.0,18.555555556,0.0
861.0,18.722222222,0.0
862.0,19.111111111,0.0
863.0,19.750000000,0.0
864.0,20.083333333,0.0
865.0,20.222222222,0.0
866.0,20.388888889,0.0
867.0,20.722222222,0.0
868.0,21.111111111,0.0
869.0,21.277777778,0.0
870.0,21.250000000,0.0
871.0,21.166666667,0.0
872.0,21.055555556,0.0
873.0,20.944444444,0.0
874.0,20.777777778,0.0
875.0,20.527777778,0.0
876.0,20.194444444,0.0
877.0,19.805555556,0.0
878.0,19.555555556,0.0
879.0,19.444444444,0.0
880.0,19.444444444,0.0
881.0,19.166666667,0.0
882.0,18.888888889,0.0
883.0,18.888888889,0.0
884.0,18.888888889,0.0
885.0,18.916666667,0.0
886.0,19.000000000,0.0
887.0,19.055555556,0.0
888.0,19.083333333,0.0
889.0,19.027777778,0.0
890.0,18.916666667,0.0
891.0,18.694444444,0.0
892.0,18.388888889,0.0
893.0,18.000000000,0.0
894.0,17.666666667,0.0
895.0,17.388888889,0.0
896.0,17.250000000,0.0
897.0,17.194444444,0.0
